id,Title,_yoast_wpseo_focuskw
135,"""Hướng dẫn cấu hình virtual IP với keepalived""",
136,"""Hướng dẫn dùng tính năng submodule của Git""",
137,"""Hướng dẫn giấu một folder trên Windows""",
138,"""Hướng dẫn kiểm tra IOPS trên server Linux""",
139,"""Hướng dẫn kiểm tra trạng thái RAID""",
140,"""Hướng dẫn liệt kê danh sách domain của nginx""",
141,"""Hướng dẫn reset password admin Grafana""",
142,"""Hướng dẫn setup Prometheus + Grafana để monitor dịch vụ""",
143,"""Hướng dẫn sử dụng Selenium""",
144,"""Hướng dẫn sử dụng mRemoteNG để Remote Desktop""",
145,"""Hướng dẫn thao tác với lệnh vi""",
146,"""Hướng dẫn thay đổi port remote desktop""",
147,"""Hướng dẫn toàn tập về partition trên Linux""",
148,"""Hướng dẫn tạo chứng thực cơ bản nginx - http basic authentication""",
149,"""Hướng dẫn tối ưu Linux kernel""",
150,"""Hướng dẫn tự động start dịch vụ trên Linux - Giới thiệu về các Init System (Phần 1)""",
151,"""Hướng dẫn update kernel linux trên CentOS bằng yum""",
152,"""Hướng dẫn vô hiệu hóa giao thức SMB trên Windows server""",
153,"""ISASS.exe sử dụng nhiều băng thông""",
154,"""Lập trình Bash Shell cơ bản - Phần 1""",
155,"""Moby Project - Công nghiệp hóa containers""",
156,"""MongoDB - Phần 1 Giới thiệu về MongoDB""",
157,"""Một lần đi lên mây - Dạo một vòng AWS Networking""",
158,"""Những gì đã xảy ra khi boot một hệ thống Linux?""",
159,"""PHƯƠNG PHÁP LẬP KẾ HOẠCH SAO LƯU HIỆU QUẢ""",
160,"""Prometheus at Scale - Hướng dẫn sharding Prometheus""",
161,"""Prometheus at Scale - Tổng quan về Prometheus""",
162,"""RÀ SOÁT LỖI & TỐI ƯU HÓA HỆ THỐNG SAO LƯU DOANH NGHIỆP""",
163,"""SAO LƯU: TRỨNG PHỤC SINH CỦA HỆ THỐNG DỮ LIỆU DOANH NGHIỆP""",
164,"""So sánh các phiên bản Windows server 2012""",
165,"""Soft Delete của Azure Storage Blob: Trứng phục sinh của dữ liệu đã xóa""",
166,"""Swap là gì? Tổng quan về swap""",
167,"""TRIỂN KHAI & ĐO LƯỜNG SAO LƯU & PHỤC HỒI""",
168,"""Thế nào là MCSA, MCSE""",
169,"""Tìm hiểu về MySQL""",
170,"""Tổng quan về Hyper-V""",
171,"""Tổng quan về PHP""",
172,"""Tự động đồng bộ 2 thư mục trên Windows""",
173,"""Use Thinkpad T470 fingerprint on Ubuntu 16.04""",
174,"""Xây dựng mạng lưới Etherum cá nhân bằng Docker Compose""",
175,"""[AWS] Hướng dẫn tạo VPC trên AWS""",
176,"""[Ansible] Giới thiệu về Ansible""",
177,"""[Ansible] Hướng dẫn sử dụng và quản lý Role trong Ansible""",
178,"""[Ansible] Quản trị Windows Server 2012 với Ansible - Phần 2""",
179,"""[Ansible] Quản trị Windows Server 2012 với Ansible""",
180,"""[LoadBalance] Giới thiệu LVS & IPVS""",
181,"""[NFV] DPDK - Data Plane Development Kit""",
182,"""[NFV] NFV và SDN""",
183,"""[NFV] Phần 1 - Giới thiệu về NFV""",
184,"""[NFV] Phần 2 - Kiến trúc của NFV""",
185,"""[NFV] SR-IOV""",
186,"""[Nhập môn Docker] Phần 1: Cài đặt Docker trên CentOS7""",
187,"""[Nhập môn Docker] Phần 2: Giới thiệu các kiểu lưu trữ dữ liệu trên Docker""",
188,"""[SCCM] Chuẩn bị triển khai SCCM""",
189,"""[SCCM] Cài đặt SQL Server cho SCCM""",
190,"""[SCCM] Giới thiệu SCCM""",
191,"""[StorSimple] Cài đặt Device Update 5.0 cho StorSimple""",
192,"""[StorSimple] Giới thiệu StorSimple""",
193,"""[dmidecode] Hướng dẫn kiểm tra thông tin server HP và Dell""",
194,"""ownCloud trên Docker - Lưu trữ dữ liệu chia sẻ - Triển khai dễ dàng""",
195,"""Đóng gói ứng dụng Flask với Docker""",
410,"Before Your Next Big Decision, Build This Claude Skill",skill
412,"How to Use Claude to Prepare for Job Interviews",job
414,"I Made Claude Smarter by Connecting It to NotebookLM. Here's How",Notebook
416,"How to Learn Spanish (Or Any Language) Faster With Claude",languague
418,"Everything You Get as an Artificial Corner Subscriber (Free & Paid)",subscriber
420,"13 Most Important AI Concepts Every Claude User Should Know",concept
422,"Claude Opus 4.7 is here: What changed, how to get more out of it, and what might break in your workflow",claude
424,"We Tried Claude in Excel. These Are The Best Use Cases",claude
426,"We Used Claude Cowork to Pull Data From Any Website. Here's How",claude
428,"The Best Way to Learn Claude (And Other AI Tools)",claude
449,"We Tried 100 Claude Skills. These Are The Best",skill
451,"How to Make Claude Write Like You",claude
453,"Claude Cowork Just Got Projects. Here's How to Set It Up (So You Stop Re-Explaining Yourself)",claude
455,"Claude Can Now Click, Type, and Navigate Your Computer Apps. Here Are My Best Use Cases",claude
457,"Before You Use Claude Cowork, Build This First",claude
460,"How to Run Claude Cowork Tasks From Your Phone",claude
462,"How I Stopped Hitting Claude's Usage Limits",claude
464,"The Claude Setup I Use To Be Ahead of 99% of Users",claude
466,"How I Turn My AI Chat History into Claude Code Projects Memory",project
468,"Before You Use Claude, Create This File",claude
470,"How to Turn Claude into a 24/7 Employee (It Has Automated My Work)",claude
472,"How to move from ChatGPT to Claude (without starting from 0)",claude
474,"I Stopped Re-Explaining Everything to Claude Code. This CLAUDE.md File Does It for Me",claude
476,"You're Using Claude Wrong! Here's How to Be Ahead of 99% of Users",claude
478,"Skills Are Claude Code's Cheat Code. Here's How to Use Them",claude
480,"Before You Use Claude Code, Learn This First",claude
482,"How Claude Cowork Saves Me 100s of Hours (ChatGPT Can't Do This)",claude
484,"Why You Need Claude Code and How to Use It (Even With 0 Coding Experience)",claude
486,"How We Learn (Any) Topic Faster with NotebookLM",Notebook
488,"Clawdbot Is Taking The AI Community by Storm. Here's What it is and How to Use It",clawdbot
491,"Forget AI Tools. AI Agents Will Automate Your Life in 2026",ai
493,"65% Stick to ChatGPT. Here's Why The Rest Are Switching to Gemini and Claude",claude
495,"How to Build Your Own $10,000 AI Mentor (For Free)",ai
497,"Duolingo couldn’t teach me Spanish in 2 years. AI did it in a few months",duolingo
499,"Lesson #4: My System to Learn (Any) Language with AI",language
501,"The Best ChatGPT Prompts You Need to Use in 2026",chatgpt
503,"A 15-Week Course to Master AI in 2026",course
505,"Claude for Beginners: Complete Guide",claude
507,"How to Create Professional Visuals with AI",visual
509,"The One AI Skill Worth Mastering (It Never Goes Obsolete)",ai
511,"Nano Banana Pro: Complete Guide",banana
513,"Gemini 3 Is Now The #1 Model: Here's a Feature Everyone Should Use",gemini
515,"The Best AI Tools for 2026: From Must-Have to Niche",ai
517,"The Best ChatGPT Prompt Principles You Need to Follow",prompt
519,"Lesson #3: Improve Reading & Writing with AI",ai
521,"The Best Books to Increase Your AI Literacy in 2026 (+How I Use AI to Learn More From Books)",book
523,"From AI Slop to Robotics Slop",ai
525,"How to Go From AI Beginner to Pro in 2025",ai
527,"How to Use AI with Excel (Reliably): From Generating Functions to Complete Reports",excel
529,"ChatGPT Atlas: Complete Guide",atlas
531,"How to quickly optimize your prompts with ChatGPT",chatgpt
533,"I Took Google’s Prompt Engineering Course. Here’s What Actually Works",course
535,"Deep Research: One of ChatGPT’s Best Features",chatgpt
537,"Sora 2 Prompting Guide",sora
539,"Sora 2 may be the ChatGPT moment for video generation (and it's scary)",chatgpt
541,"OpenAI's Sora 2 is amazing! Here's how I got early access",sora
543,"I’m Happy I Canceled These AI Subscriptions",subscription
545,"How to Go from ChatGPT Beginner to Pro",chatgpt
547,"These iPhone Features Changed How I Use ChatGPT",iphone
549,"25 Things I've Learned About ChatGPT and Other AI Tools",chatgpt
551,"A simple tweak that helps me generate better images and edit them with ChatGPT",chatgpt
553,"AI Agents: The Next Big Thing After ChatGPT",chatgpt
555,"You're using the wrong ChatGPT-5 mode. Here's how to choose the right one",chatgpt
557,"Perplexity AI: Complete Guide",ai
559,"I Took Google's AI Course for Beginners. Here's a Summary in Plain English",google
561,"If You Use ChatGPT, You Need This Productivity App",chatgpt
563,"GPT-5 May Be Proof That Scaling Alone Can’t Save AI",gpt-5
565,"If You Like ChatGPT, You'll Love These AI Agents",chatgpt
567,"Before You Chat With a Meta AI Bot, Read This",meta
569,"GPT-5 Prompting Techniques",gpt
571,"Why GPT-5 Feels Like a Step Forward and a Step Back",gpt
573,"ChatGPT Overview: GPT-5, Features, Plans",gpt
575,"GPT-5 is Finally Here: These 3 Upgrades Are Total Game Changers",gpt
577,"Top AI Use Cases According to Studies — Are You Using Them Yet?",usecase
579,"GPT-5 launch is expected in August 2025. Here's everything we know so far",gpt5
581,"3 Things I Learned About AI That Save Me Hours Every Week",ai
583,"My Honest Review of ChatGPT Agent",chatgpt
585,"The 4 AI Tools That Everyone Should Use",tool
587,"You're using the wrong ChatGPT model. Here's how to choose the right one",chatgpt
589,"AI Can Make You Productive or Dumb. Here’s How to Tell Which Side You’re On",ai
591,"How to Create Your First AI Agent (for Non-Coders)",ai
593,"How to AI-Proof Your Career in 2025",career
595,"The Perfect ChatGPT Prompt Formula",chatgpt
597,"How I'd Learn AI in 2025",ai
599,"The Quiet Revolution of AI Agents",agent
601,"You’d Never Guess ChatGPT Wrote This",chatgpt
603,"Python in Excel: Why It Matters for Data Analysts",analyst
605,"A Free 17-Hour Course to Learn Python for Data Science (for Beginners)",course
607,"The ChatGPT Setup I Use To Be Ahead of 99% of Users",chatgpt
609,"Codex Is Not Just Smarter. It'll Reshape Software Development",codex
611,"A Simple Guide to Vibe Coding for Beginners",coding
613,"Soon, We May No Longer Need Humans to Train AI Models",model
615,"5 Game-Changing ChatGPT Features You’re Probably Missing",chatgpt
617,"Common Mistakes ChatGPT Users Make",chatgpt
619,"AI Gets the Credit. You Get the Bugs",ai
621,"How I’d Learn Python faster using AI",ai
624,"We’re Finally Starting to Understand How AI Works",ai
626,"How Google Quietly Took the Lead in the AI Race with Gemini 2.5",gemini
628,"The Rise of Ghibli-Inspired AI and the Artists Left Behind",ghibli
630,"Can AI Break the Procrastination Loop?",ai
632,"Why ChatGPT’s New Feature Could Be the Most Controversial Design Tool Yet",chatgpt
634,"What China’s Rise Means for the Future of AI",ai
636,"Is Today’s Progress in AGI a Real Breakthrough, Or Just Another Illusion?",agi
638,"Your Mac Terminal Doesn't Have to Look Ugly. Upgrade It In a Few Minutes",mac
640,"AI Agents Are Here And They’re Not Just Taking Notes Anymore",agent
642,"AI at Bargain Prices—But Who’s Really Paying the Bill?",ai
644,"Will AI Replace Programmers? The Truth Behind the Hype",ai
646,"How AI is Reshaping Our Digital World",ai
648,"AI & Python #39 : Here's What Most Python and Data Science Courses Don't Teach You",python
650,"Sharper Machines, Duller Minds: The Paradox of AI Intelligence",ai
652,"Who Cares About AI—and Who Doesn't?",ai
654,"Teaching in the Age of AI ... A Renaissance or the End of an Era?",ai
656,"Self-Studying Python? Here’s What I Learned After Taking 10+ Online Courses",python
658,"The Dark Side of AI",ai
660,"Gen Z’s Complicated Relationship with AI",ai
662,"My Honest Review of ChatGPT's $200 Monthly Subscription",chatgpt
664,"Behind AI #8: Here's Everything You Can Do With Python",ai
666,"OpenAI Released o3-mini: Best coding model right now (better than DeepSeek R1)",openai
668,"Has DeepSeek Burst the AI Bubble or Just Raised the Stakes?",deepseek
670,"How to Easily Install DeepSeek R1 on Your Computer (without sharing your data)",deepseek
672,"What Project Stargate Means for the Future of AI—and Who Controls It",stargate
674,"4 Free Courses I Took to Learn Python for Data Science & AI",course
676,"Mark Zuckerberg Predicts AI Will Reshape Coding Forever in 2025",ai
678,"AI & Python #38: The Easiest Way to Make Beautiful Interactive Visualizations With Pandas",python
680,"AI Art’s Hollow Victory: Faster, Cheaper, and Forgettable",ai
682,"AI & Python #37: Books I Read to Automate Some Boring Tasks",python
684,"What’s Next for AI? 7 Trends to Watch in 2025",ai
686,"OpenAI's o3 and Other AI News That Will Shape AI in 2025",openai
688,"AI & Python #36: Python Libraries You Should Learn",python
690,"AI & Python #35: Data Science Projects in Python for All Levels",python
692,"AI & Python #34: Tools That Made My Life Easier When Writing Code",python
694,"13 Cheat Codes I Wish I Knew Before (As a Programmer)",programmer
845,"Is OpenAI's Sora Video Generator Any Good?",
847,"I Built A Second Brain And Automated It with AI. Here's How",
851,"AI & Python #33: 4 Python Books That Every Beginner Should Read to Go Beyond The Basics",
853,"AI Tools I Use Almost Every Day",
855,"AI & Python #32: Software Engineering Practices Anyone Learning Python Should Know",
857,"AI & Python #31: How to Self Study Python And Other Technical Stuff",
859,"AI & Python #30: One-Liners Anyone Learning Python Should Know",
861,"Why Google Search Isn't So Useful Anymore (and what that means for ChatGPT Search)",
863,"AI & Python #29: Python Projects You Can Finish in a Weekend",
865,"Hello, Apple Intelligence (Or Just Grammarly with a Few Extra AI Features)",
867,"AI & Python #28: The Notebook Used for Data Science and AI Projects",
869,"I Used ChatGPT Vision and DALL-E 3 to Bring My Drawings to Life",
871,"AI & Python #27: Books I Read to Learn Data Science and Machine Learning",
873,"Behind AI #7: Top Python Libraries Any AI Enthusiast Should Know",
875,"I Swapped My Face into AI Images. The Results Were Amazing!",
877,"AI & Python #26: A Super-Fast Way to Loop in Python",
879,"AI in Business: Moving Past the Hype and False Promises",
881,"Behind AI #6: The 4 Stages of Learning Python for AI & ML",
883,"Hands-On With ChatGPT's Advanced Voice Mode",
885,"AI & Python #25: Let's Build Your First Machine Learning Model in Python",
887,"AI & Python #24: Create a Linear Regression using Python",
889,"Behind AI #5: Machine Learning Algorithms Any AI Enthusiast Should Know - Part 2",
891,"Prompt Engineering Is Slowly Dying",
893,"OpenAI Releases GPT o1 ""Strawberry"": First Model With Advanced Reasoning",
895,"AI & Python #23: How to Tokenize Text in Python",
897,"Behind AI #4: What is NLP And Why is Important in AI",
899,"AI & Python #22: Yes, Python Has a Built-In Database. Here's How to Use It.",
901,"AI & Python #21: SQL Core Concepts Any Analyst Should Know",
903,"Is AI Hype Fading Due to Hallucinations?",
905,"Behind AI #3: Vector Databases - Taking Data Revolution to The Next Level",
907,"Behind AI #2: What Is a Database and Why Is Important in AI",
909,"AI & Python #20: Web Scraping Projects That Will Help Automate Your Life",
911,"Behind AI #1: Machine Learning Algorithms Any AI Enthusiast Should Know",
913,"AI & Python #19: How to Create Beautiful Visualizations in Python",
915,"AI & Python #18: AI Enthusiasts Should Move from Excel to Python. Here's How",
917,"SearchGPT: Another Failed Attempt to Take Down Google?",
919,"All AI Tools And ChatGPT Prompts in 1 Article",
921,"The AI Tool That Introverts Will Love",
923,"How I Use AI and SQL in My Daily Work as a Data Analyst",
925,"4 Free Prompt Engineering Courses to Join The Top 1% of ChatGPT Users",
927,"The Birth of Modern AI",
929,"My Top 4 Paid Subscriptions I'll Never Cancel as a Programmer",
931,"5 macOS Apps I Never Close as a Programmer",
933,"🔎 The best new AI search",
935,"Here's How Companies Will Use AI for Recruiting",
937,"AI & Python #17: How to Convert a Python Script to an Executable File (.exe)",
939,"AI & Python #16: 4 Python Books I Read as a Self-Taught Programmer",
941,"How to Integrate ChatGPT Into Siri on Your iPhone",
943,"Apple Intelligence (AI) Finally Arrives on Apple Products",
945,"6 Free Websites (Powered by AI) That Every Content Creator Needs to Know",
947,"Automate or Get Automated: How I Changed My Life Learning to Automate (Instead of Coding)",
949,"""AI Is Not Replacing Workers"" And Other Lies About AI",
951,"AI & Python #15: Automate The Most Tedious Task on The Internet With Python",
953,"AI & Python #14: How to Automate Your Python Scripts on Mac and Windows",
955,"ChatGPT Users Will Love These Amazing GPT-4o Use Cases",
957,"How to Download The New ChatGPT Desktop App (even if you're not invited to the beta)",
959,"AI & Python #13: How to Automate Your Excel Reporting with Python",
961,"OpenAI Just Unveiled The Best AI Model: GPT-4o",
963,"AI & Python #12: How to Easily Create a PDF File with Python",
965,"You’re Not Unlocking ChatGPT’s Full Potential. Here’s How to Do It.",
967,"AI Devices Are Not There Yet",
969,"AI & Python #11: How to Automate Emails with Python",
971,"The Rise of AI Robots Just Got Real",
973,"3 ChatGPT-Like Extensions to Automate Your Life",
975,"AI & Python #10: Automate 4 Boring Tasks in Python with 5 Lines of Code",
977,"The False Promises of AI",
979,"3 Simple Ways ChatGPT Has Helped me Improve My Everyday Life",
981,"10 Python Mistakes You Shouldn’t Make",
983,"5 AI Tools That Will Make Your Life Easier (Other Than ChatGPT)",
985,"What's the best Python Web Scraping library in 2024?",
987,"AI & Python #9: Create AI Products with The OpenAI API",
989,"The Pivotal Role of Nvidia in The Future of AI",
991,"Lesson #2: Vocabulary & Listening with AI",
993,"Can ChatGPT Solve an Entire Data Analysis Project?",
995,"The Jobs That Might Be Replaced by AI",
997,"AI & Python #8: Pandas Functions that Data Analysts Use 60% of the Time",
999,"Is AI Officially Taking Our Jobs? Meet Devin, The First AI Software Engineer",
1001,"New Method: Web Scraping with ChatGPT Mentions",
1003,"Here's What ChatGPT Code Interpreter Can Do for Data Analysts",
1005,"Nvidia CEO Advises Against Learning to Code: Is Coding Still a Worthwhile Skill to Learn?",
1007,"AI & Python #7: Stop Overusing “+” to Join Strings in Python",
1009,"How Data Analysts Use ChatGPT",
1011,"PandasAI: Simple Data Analysis with AI and Python",
1013,"Claude 3 Beats GPT-4 in Benchmarks: Is That Enough to Switch?",
1015,"How to Create Excel Formulas with ChatGPT",
1017,"AI & Python #6: Web Scraping in Python with Selenium",
1019,"AI Companies Have Been Scraping The Internet for Years. But Is Web Scraping Legal?",
1021,"AI & Python #5: Web Scraping in Python with Beautiful Soup",
1023,"Web Scraping in Python: Beautiful Soup, Selenium, or Scrapy?",
1025,"AI & Python #4: The Easiest Way To Web Scrape with Python",
1027,"No-Code Tools to Make Interactive Data Visualization",
1029,"What you can do with data (besides training AI models)",
1031,"You’re Not The Only One Feeling AI Fatigue (Or: Why That New AI Tool Isn't for You)",
1033,"AI & Python #3: Concepts You Should Know Before Learning Web Scraping",
1035,"Gemini Ultra vs GPT-4: Did Google Beat GPT-4 This Time?",
1037,"No-Code Tools To Extract Data From Websites",
1039,"Data: An important resource in the AI revolution",
1041,"AI & Python #2: Two Tools Every Python Programmer Needs To Use",
1043,"If You Like AI Art Tools, You'll Love These Custom GPTs",
1045,"Are we really in an AI bubble?",
1047,"AI & Python #1: How to Learn Python with ChatGPT",
1049,"I Tried Multiple AI Coding Assistants. These Are The Best",
1051,"How ChatGPT Has Changed The Lives of Programmers",
1053,"The Best GPTs for Programmers",
1055,"How I'd Learn to Code Using ChatGPT",
1057,"The Hidden Challenges of AI",
1059,"OpenAI Just Released The GPT Store. Here's How To Use It And Make Money With Your GPT",
1061,"How to Create an Irresistible Resume (with ChatGPT and Overleaf)",
1063,"How ChatGPT Helped me Get a Job",
1065,"Create AI Products in 2024 with the ChatGPT API",
1067,"Master ChatGPT by learning prompt engineering",
1069,"“Google Will Kill ChatGPT” and Other Overhyped AI Predictions We Heard In 2023",
1071,"How ChatGPT Helps Me Prepare for Job Interviews",
1073,"Master The Perfect ChatGPT Prompt Formula",
1075,"A Hands-On Comparison: Gemini Pro vs GPT-3.5",
1077,"Here's Why I Still Don't Buy the Hype of Google Gemini",
1079,"GPT Actions: How to Create Advanced Automation in Your GPTs",
1081,"5 AI Tools That Will Help You Bring Images to Life",
1083,"ChatGPT Prompts I Used To Become More Productive at Work",
1085,"Books About AI (Published Before the AI Hype)",
1087,"AI Tutorial: Creating a Custom ChatGPT That Extracts Data from Websites",
1089,"Guest Post: 9 AI Tools You Should Try",
1091,"Sam Altman: Fired as OpenAI CEO, Hired to Lead Microsoft's New AI Team",
1093,"How We Stay Up to Date with The Latest in AI",
1095,"OpenAI Is Slowly Killing Prompt Engineering With The Latest ChatGPT and DALL-E Updates",
1097,"How to Create Your GPT With The New ChatGPT Feature (And Tips to Make it Unique and Profitable)",
1099,"OpenAI Just Released GPTs: Create Your Own ChatGPT And Make Money From It (No Coding Required)",
1101,"Biden's Executive Order on AI Was Necessary. Yet, There's Still A Lot to Do",
1103,"The ChatGPT Mobile App is Underrated. Here’s How to Make The Most of It",
1105,"How to AI-Proof Your Career",
1107,"Guest Post: ChatGPT Reimagines 7 Game of Thrones Characters with Midjourney",
1109,"Lesson #1: Improve your Speaking with AI",
1111,"I've Been Using ChatGPT Vision as a Data Analyst. Here Are Some Practical Use Cases",
1113,"My Quick Guide to Becoming an AI/Tech Writer",
1115,"I’ve Been Using AI To Write Better Articles for Almost 1 Year. Here’s How to Make The Most of It",
1117,"AI Tutorial: How to Clone Your Voice, Create AI Avatars and Translate Your Videos",
1119,"I Used AI to Translate My Videos. Here's How",
1121,"AI is Revolutionizing Video Creation. Here's Why This is Good for You",
1123,"How I'd Learn AI from Scratch (If I Could Start Over)",
1125,"ChatGPT Features That I Can’t Live Without",chatgpt
1127,"Get Your FREE Cheat Sheet (and more!)",
1129,"ChatGPT Just Got 2 Amazing Features: Voice and Vision",chatgpt
1131,"6 Chrome Extensions That Unlock Some GPT-4 Features (Without Paying for ChatGPT Plus)",chatgpt
1133,"Bard Can Now Connect to Your Google Apps",
1135,"AI Updates: The AI News That You Might've Missed This Week",
1137,"ChatGPT, Do You Love Me?",chatgpt
1139,"How ChatGPT Works (In Plain English)",chatgpt
1141,"AI News — This is What You’ve Missed This Summer",
1143,"Will AI Prompt Engineering Be a Thing in The Future?",
1145,"ChatGPT Language Prompts: Grammar, Writing Practice, Tone, and Vocabulary",chatgpt
1147,"My Journey to Becoming an Effective Learner Using ChatGPT",chatgpt
1149,"My Honest Review of Some Paid AI Tools I’ve Used So Far",
1151,"No Matter How Good You're At Programming, If You Don't Have Good Habits",
1153,"I've Just Tried Google's New AI Search Engine",
1489,"We Tested 100s of Claude Cowork Prompts. These 7 Automate Your Boring Work",claude
